code,name_english,description_english,name_french,description_french
17-2072,"Electronics Engineers, Except Computer","Research, design, develop, or test electronic components and systems for commercial, industrial, military, or scientific use employing knowledge of electronic theory and materials properties. Design electronic circuits and components for use in fields such as telecommunications, aerospace guidance and propulsion control, acoustics, or instruments and controls. Excludes ""Computer Hardware Engineers"" (17-2061).","Ingénieurs en électronique, sauf en informatique","Rechercher, concevoir, développer ou tester des composants et des systèmes électroniques à usage commercial, industriel, militaire ou scientifique en utilisant la connaissance de la théorie électronique et des propriétés des matériaux. Concevoir des circuits électroniques et des composants destinés à être utilisés dans des domaines tels que les télécommunications, le guidage aérospatial et le contrôle de la propulsion, l'acoustique ou les instruments et commandes. À l'exclusion des « ingénieurs en matériel informatique » (17-2061)."
17-208,Environmental Engineers,,Ingénieurs en environnement,
17-2081,Environmental Engineers,"Research, design, plan, or perform engineering duties in the prevention, control, and remediation of environmental hazards using various engineering disciplines. Work may include waste treatment, site remediation, or pollution control technology.",Ingénieurs en environnement,"Rechercher, concevoir, planifier ou effectuer des tâches d'ingénierie dans la prévention, le contrôle et l'assainissement des dangers environnementaux en utilisant diverses disciplines d'ingénierie. Les travaux peuvent comprendre le traitement des déchets, l'assainissement du site ou la technologie de contrôle de la pollution."
17-211,"Industrial Engineers, Including Health and Safety",,"Ingénieurs industriels, y compris la santé et la sécurité",
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Promote worksite or product safety by applying knowledge of industrial processes, mechanics, chemistry, psychology, and industrial health and safety laws. Includes industrial product safety engineers.","Ingénieurs en santé et sécurité, à l'exception des ingénieurs et des inspecteurs en sécurité minière","Promouvoir la sécurité des chantiers ou des produits en appliquant les connaissances des processus industriels, de la mécanique, de la chimie, de la psychologie et des lois sur la santé et la sécurité au travail. Comprend des ingénieurs en sécurité des produits industriels."
17-2112,Industrial Engineers,"Design, develop, test, and evaluate integrated systems for managing industrial production processes, including human work factors, quality control, inventory control, logistics and material flow, cost analysis, and production coordination. Excludes ""Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"" (17-2111).",Ingénieurs industriels,"Concevoir, développer, tester et évaluer des systèmes intégrés pour la gestion des processus de production industrielle, y compris les facteurs de travail humain, le contrôle de la qualité, le contrôle des stocks, la logistique et les flux de matières, l'analyse des coûts et la coordination de la production. Exclut les « ingénieurs en santé et sécurité, à l'exception des ingénieurs et inspecteurs en sécurité minière » (17-2111)."
17-212,Marine Engineers and Naval Architects,,Ingénieurs maritimes et architectes navals,
17-2121,Marine Engineers and Naval Architects,"Design, develop, and evaluate the operation of marine vessels, ship machinery, and related equipment, such as power supply and propulsion systems.",Ingénieurs maritimes et architectes navals,"Concevoir, développer et évaluer le fonctionnement des navires, des machines de navires et de l'équipement connexe, tels que les systèmes d'alimentation électrique et de propulsion."
17-213,Materials Engineers,,Ingénieurs matériaux,
17-2131,Materials Engineers,"Evaluate materials and develop machinery and processes to manufacture materials for use in products that must meet specialized design and performance specifications. Develop new uses for known materials. Includes those engineers working with composite materials or specializing in one type of material, such as graphite, metal and metal alloys, ceramics and glass, plastics and polymers, and naturally occurring materials. Includes metallurgists and metallurgical engineers, ceramic engineers, and welding engineers.",Ingénieurs matériaux,"Évaluer les matériaux et développer des machines et des processus pour fabriquer des matériaux destinés à être utilisés dans des produits qui doivent répondre à des spécifications de conception et de performance spécialisées. Développer de nouvelles utilisations pour les matériaux connus. Comprend les ingénieurs travaillant avec des matériaux composites ou se spécialisant dans un type de matériau, comme le graphite, le métal et les alliages métalliques, la céramique et le verre, les plastiques et les polymères, et les matériaux naturels. Comprend les métallurgistes et les ingénieurs métallurgiques, les ingénieurs en céramique et les ingénieurs en soudage."
